,a,period,core_mass,core_radius,fenv,mass,radius,age,t_eq,t_final,R_final,M_final,Lx0,Lx_final,fenv_final,frac_env_lost,t_ML_final_Gyr,Mdot_final,Mdot_final_M_earth_per_Gyr,Mdot_final_M_earth_per_yr,Mdot_init,Mdot_init_M_earth_per_Gyr,Mdot_init_M_earth_per_yr,beta_init,beta_final,mass_star,Lbol,Lx_age,flux,flux_EARTH,core_comp,track#
planet_0539,0.3592199782696878,81.09256519505948,5.368671542142863,1.5528676688305285,8.319267163838209,5.855834018841185,4.712999019868925,10.0,421.3311033846858,10001.0,2.766209773975456,5.846981743822567,1.4731791884578644e+30,4.139211666274941e+26,8.180463402079994,0.01817109371520919,8926.032396631927,10148243.990354978,5.3585980918037575e-05,5.358598091803757e-14,41432552459.836754,0.21877715667937367,2.1877715667937368e-10,1.3274021251370085,1.181252762734813,0.9403902136741201,0.6776033340089596,1.4731791884578644e+30,7147691.679652341,5.205893430191071,rock,4
planet_3831,0.20304355722898737,33.7636788976259,3.2596605662090843,1.3503924472627533,3.1546858188548272,3.3658423164511846,3.254914901683424,10.0,599.3836656344494,10003.1,2.1351473832841625,3.336612237663568,1.7832886692375312e+30,5.00886808224708e+26,2.3062815206950296,0.27528345239149205,362.0690231054485,40250047.98102071,0.00021253315402260329,2.125331540226033e-13,125131228271.84467,0.6607329915203514,6.607329915203514e-10,1.5539190951697144,1.34963909812175,0.9796264212511093,0.8866628806748221,1.7832886692375312e+30,29274625.067535058,21.321649721438497,rock,4
planet_3193,0.22257724191904363,37.670825618252316,2.3120478210908106,1.2265657733747994,2.2300713790201114,2.364784196635571,3.0050953930659086,10.0,607.1562975824696,10001.5,1.7902792063609598,2.3314924227914333,2.3218524184103676e+30,6.523224960030993e+26,0.8339980653826092,0.6312867257227627,93.12998185847327,39541145.66174055,0.00020878992256405707,2.0878992256405707e-13,188858939661.83932,0.99723573324986,9.9723573324986e-10,1.7452058424275128,1.4251421292221067,1.0366350066585135,1.1218221634945977,2.3218524184103676e+30,30822917.50483749,22.449320833821915,rock,4
planet_1023,0.18161052043346873,30.591159608602887,9.19956225232925,1.8056207617339324,9.72306481031738,10.190379450742176,4.94848592978985,10.0,534.4687833893723,10010.0,3.1078264310276573,10.157593430138352,9.380978209666633e+29,2.6320416512795003e+26,9.431674780037477,0.03308987839163495,8642.449291941139,20993387.295313645,0.00011085181358280483,1.1085181358280483e-13,63719964745.34597,0.3364618369628596,3.3646183696285963e-10,1.244328177426129,1.1459368913354828,0.8539106236797933,0.44846842463661407,9.380978209666633e+29,18508068.83726108,13.480021003103483,rock,6
planet_4822,0.33302753257351525,73.62557335614646,3.9504718848939264,1.425060975573767,5.564310269478068,4.183240357715226,3.9329765347803507,10.0,422.0173259953985,10003.0,2.413489897645492,4.174990244091009,1.257329164310526e+30,3.5316185971066515e+26,5.377697816536223,0.035443432369600895,4148.187779412978,10250219.537040003,5.412444448907151e-05,5.412444448907151e-14,36573888225.98545,0.1931218522572733,1.9312185225727332e-10,1.3825445515815973,1.2226584770710922,0.9090209458791393,0.5861947057403522,1.257329164310526e+30,7194371.391334842,5.239891763535938,rock,4
planet_2813,0.11290366127583346,13.972415357397649,6.256730908098666,1.620873148805632,4.544332854569562,6.554593451812863,3.709764016946754,10.0,806.4509858811683,10005.0,2.628546641896201,6.505505629988418,3.112227898405151e+29,5.1001948970109e+26,3.8240643547055906,0.16480025051939853,391.06468918142093,120475118.19497535,0.000636147237968453,6.36147237968453e-13,59635387032.434494,0.31489395747648363,3.148939574764836e-10,1.4264301156498471,1.2926994182545324,0.9834884468427446,0.8984386918719948,1.8163485596402186e+30,95936448.38906306,69.87359678737295,rock,1
planet_3657,0.0731682819427011,9.23280812351136,3.512974751020363,1.3789888105260155,1.6839470019986789,3.5731446126013404,2.6146106196735777,10.0,568.4338369039473,10008.0,1.9149650698867675,3.5558588826724598,2.236942392267171e+29,6.27822085166379e+25,1.2060133168126874,0.2872821953498648,253.27804611211218,32065557.01812841,0.00016931641849887878,1.6931641849887877e-13,55755819896.76771,0.29440859954661236,2.9440859954661237e-10,1.3865603237763704,1.27450737557326,0.6130419634443146,0.09313778178135872,2.236942392267171e+29,23680529.89396403,17.247290527286257,rock,4
planet_1579,0.32981476277825744,73.96081089652847,28.566446251858054,2.479770417799443,40.00884846279934,47.61776615363672,15.491022035383583,10.0,403.7914380895479,10010.0,6.884239145121301,47.574564537411945,1.0506614986816319e+30,2.9478640330666143e+26,39.954371564675455,0.0022676442602144486,265294.3010774173,13569096.16202279,7.164917681366629e-05,7.16491768136663e-14,116621068402.86066,0.6157966197911893,6.157966197911892e-10,1.1287993502802036,1.0522888929277987,0.8748484099770139,0.48186911702190877,1.0506614986816319e+30,6029761.743569893,4.391669150451488,rock,6
planet_0108,0.12601002282448362,15.760897764777983,5.793176488392939,1.5863113328370186,4.477112060602345,6.064699899010894,3.7480817797164074,10.0,847.2369203699003,10004.3,2.5200800463277515,5.9677107691899955,2.746498607948516e+30,7.712851827904849e+26,2.9246437628669795,0.35720356340605397,238.1681175632311,138783179.1546928,0.0007328196678160301,7.328196678160302e-13,400202813355.57263,2.1131991249124993,2.113199124912499e-09,1.4919019221116303,1.3214192374613756,1.074590159155782,1.3632959958926951,2.746498607948516e+30,116866818.07270384,85.11785729985714,rock,4
planet_2239,0.1090948106455373,13.456211744929387,4.277602909549844,1.4571620930624567,2.8271680365767256,4.40205644223683,3.2248270035129485,10.0,782.6546681583684,10007.2,2.0264541401057676,4.317019697792153,1.5964008563838585e+30,4.481037850486012e+26,0.9130555568803113,0.6832810817717297,89.68215859387176,83236708.16523063,0.0004395164975991371,4.3951649759913713e-13,299149284151.822,1.5796041016987226,1.5796041016987226e-09,1.5392313251148217,1.3278759918192147,0.9566597569628063,0.7441309915610521,1.5964008563838585e+30,85104484.95436355,61.98432990121162,rock,5
